'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:16:52.712 09/02/1989]',0.062,90.656,0.011,0.342
'[23:16:52.716 09/02/1989]',0.070,90.885,0.013,0.342
'[23:16:52.720 09/02/1989]',0.054,91.574,0.017,0.347
'[23:16:52.724 09/02/1989]',0.060,92.262,0.018,0.347
'[23:16:52.728 09/02/1989]',0.056,93.639,0.020,0.347
'[23:16:52.732 09/02/1989]',0.072,95.246,0.019,0.340
'[23:16:52.736 09/02/1989]',0.086,97.771,0.019,0.340
'[23:16:52.740 09/02/1989]',0.104,100.984,0.018,0.333
'[23:16:52.744 09/02/1989]',0.086,103.738,0.016,0.318
'[23:16:52.748 09/02/1989]',0.096,107.869,0.013,0.304
'[23:16:52.752 09/02/1989]',0.090,112.689,0.010,0.283
'[23:16:52.756 09/02/1989]',0.098,116.820,0.006,0.273
'[23:16:52.760 09/02/1989]',0.090,122.098,0.003,0.247
'[23:16:52.764 09/02/1989]',0.114,126.689,-0.000,0.238
'[23:16:52.768 09/02/1989]',0.108,132.426,-0.002,0.228
'[23:16:52.772 09/02/1989]',0.118,136.787,-0.006,0.209
'[23:16:52.776 09/02/1989]',0.114,141.148,-0.006,0.190
'[23:16:52.780 09/02/1989]',0.116,146.885,-0.008,0.176
'[23:16:52.784 09/02/1989]',0.112,152.164,-0.008,0.152
'[23:16:52.788 09/02/1989]',0.114,156.984,-0.010,0.131
'[23:16:52.792 09/02/1989]',0.128,160.656,-0.009,0.114
'[23:16:52.796 09/02/1989]',0.126,164.787,-0.009,0.090
'[23:16:52.800 09/02/1989]',0.112,168.000,-0.007,0.076
'[23:16:52.804 09/02/1989]',0.120,170.984,-0.011,0.052
'[23:16:52.808 09/02/1989]',0.124,173.508,-0.007,0.031
'[23:16:52.812 09/02/1989]',0.118,176.262,-0.006,0.005
'[23:16:52.816 09/02/1989]',0.126,177.180,-0.005,-0.012
'[23:16:52.820 09/02/1989]',0.120,178.098,-0.004,-0.033
'[23:16:52.824 09/02/1989]',0.124,178.098,-0.002,-0.048
'[23:16:52.828 09/02/1989]',0.118,177.639,-0.002,-0.067
'[23:16:52.832 09/02/1989]',0.114,176.951,-0.001,-0.083
'[23:16:52.836 09/02/1989]',0.124,176.262,-0.002,-0.107
'[23:16:52.840 09/02/1989]',0.134,174.426,-0.002,-0.114
'[23:16:52.844 09/02/1989]',0.132,173.508,-0.002,-0.133
'[23:16:52.848 09/02/1989]',0.144,171.213,-0.000,-0.138
'[23:16:52.852 09/02/1989]',0.154,168.689,-0.000,-0.162
'[23:16:52.856 09/02/1989]',0.148,167.082,-0.001,-0.176
'[23:16:52.860 09/02/1989]',0.136,164.787,0.000,-0.188
'[23:16:52.864 09/02/1989]',0.140,163.180,-0.001,-0.209
'[23:16:52.868 09/02/1989]',0.134,160.656,-0.002,-0.219
'[23:16:52.872 09/02/1989]',0.118,159.049,-0.006,-0.233
'[23:16:52.876 09/02/1989]',0.102,156.525,-0.006,-0.245
'[23:16:52.880 09/02/1989]',0.104,154.918,-0.010,-0.257
'[23:16:52.884 09/02/1989]',0.088,153.082,-0.010,-0.271
'[23:16:52.888 09/02/1989]',0.090,151.476,-0.015,-0.283
'[23:16:52.892 09/02/1989]',0.092,149.869,-0.019,-0.290
'[23:16:52.896 09/02/1989]',0.088,148.721,-0.024,-0.304
'[23:16:52.900 09/02/1989]',0.076,147.115,-0.027,-0.304
'[23:16:52.904 09/02/1989]',0.062,145.508,-0.032,-0.314
'[23:16:52.908 09/02/1989]',0.070,144.131,-0.030,-0.323
'[23:16:52.912 09/02/1989]',0.062,142.525,-0.031,-0.333
'[23:16:52.916 09/02/1989]',0.054,141.148,-0.030,-0.330
'[23:16:52.920 09/02/1989]',0.046,139.771,-0.029,-0.333
'[23:16:52.924 09/02/1989]',0.050,138.853,-0.031,-0.342
'[23:16:52.928 09/02/1989]',0.034,137.705,-0.032,-0.352
'[23:16:52.932 09/02/1989]',0.038,137.016,-0.032,-0.363
'[23:16:52.936 09/02/1989]',0.036,136.098,-0.031,-0.371
'[23:16:52.940 09/02/1989]',0.048,135.180,-0.029,-0.371
'[23:16:52.944 09/02/1989]',0.042,134.033,-0.028,-0.380
'[23:16:52.948 09/02/1989]',0.058,132.426,-0.028,-0.387
'[23:16:52.952 09/02/1989]',0.064,132.197,-0.025,-0.392
'[23:16:52.956 09/02/1989]',0.072,130.590,-0.027,-0.399
'[23:16:52.960 09/02/1989]',0.070,128.525,-0.023,-0.387
'[23:16:52.964 09/02/1989]',0.080,126.689,-0.019,-0.401
'[23:16:52.968 09/02/1989]',0.078,124.623,-0.019,-0.399
'[23:16:52.972 09/02/1989]',0.078,122.787,-0.018,-0.399
'[23:16:52.976 09/02/1989]',0.078,120.721,-0.018,-0.404
'[23:16:52.980 09/02/1989]',0.084,119.344,-0.017,-0.409
'[23:16:52.984 09/02/1989]',0.084,117.508,-0.016,-0.418
'[23:16:52.988 09/02/1989]',0.088,115.902,-0.017,-0.418
'[23:16:52.992 09/02/1989]',0.088,114.295,-0.014,-0.430
'[23:16:52.996 09/02/1989]',0.102,112.918,-0.013,-0.423
'[23:16:53.000 09/02/1989]',0.096,112.230,-0.012,-0.430
'[23:16:53.004 09/02/1989]',0.102,111.082,-0.011,-0.428
'[23:16:53.008 09/02/1989]',0.112,110.623,-0.009,-0.442
'[23:16:53.012 09/02/1989]',0.104,110.623,-0.009,-0.439
'[23:16:53.016 09/02/1989]',0.110,110.394,-0.008,-0.439
'[23:16:53.020 09/02/1989]',0.100,110.394,-0.008,-0.437
'[23:16:53.024 09/02/1989]',0.104,110.853,-0.008,-0.437
'[23:16:53.028 09/02/1989]',0.106,110.853,-0.007,-0.428
'[23:16:53.032 09/02/1989]',0.106,111.541,-0.006,-0.430
'[23:16:53.036 09/02/1989]',0.102,112.230,-0.004,-0.439
'[23:16:53.040 09/02/1989]',0.112,112.918,-0.004,-0.432
'[23:16:53.044 09/02/1989]',0.082,113.377,-0.002,-0.437
'[23:16:53.048 09/02/1989]',0.090,114.754,-0.002,-0.442
'[23:16:53.052 09/02/1989]',0.090,116.361,-0.001,-0.447
'[23:16:53.056 09/02/1989]',0.092,116.590,0.001,-0.439
'[23:16:53.060 09/02/1989]',0.096,117.738,0.004,-0.444
'[23:16:53.064 09/02/1989]',0.104,118.426,0.006,-0.447
'[23:16:53.068 09/02/1989]',0.092,119.574,0.010,-0.442
'[23:16:53.072 09/02/1989]',0.094,120.262,0.009,-0.447
'[23:16:53.076 09/02/1989]',0.080,121.180,0.009,-0.447
'[23:16:53.080 09/02/1989]',0.088,122.098,0.010,-0.454
'[23:16:53.084 09/02/1989]',0.076,122.328,0.010,-0.451
'[23:16:53.088 09/02/1989]',0.084,123.016,0.006,-0.447
'[23:16:53.092 09/02/1989]',0.080,122.098,0.006,-0.451
'[23:16:53.096 09/02/1989]',0.086,123.016,0.006,-0.444
'[23:16:53.100 09/02/1989]',0.076,123.016,0.003,-0.439
'[23:16:53.104 09/02/1989]',0.074,122.557,0.002,-0.447
'[23:16:53.108 09/02/1989]',0.084,122.098,-0.000,-0.437
'[23:16:53.112 09/02/1989]',0.078,122.787,-0.002,-0.439
'[23:16:53.116 09/02/1989]',0.072,122.098,-0.004,-0.444
'[23:16:53.120 09/02/1989]',0.064,122.098,-0.005,-0.447
'[23:16:53.124 09/02/1989]',0.070,121.639,-0.006,-0.447
'[23:16:53.128 09/02/1989]',0.064,121.180,-0.006,-0.439
'[23:16:53.132 09/02/1989]',0.070,120.951,-0.009,-0.432
'[23:16:53.136 09/02/1989]',0.060,120.033,-0.009,-0.439
'[23:16:53.140 09/02/1989]',0.068,120.033,-0.009,-0.442
'[23:16:53.144 09/02/1989]',0.064,118.656,-0.011,-0.435
'[23:16:53.148 09/02/1989]',0.076,117.967,-0.012,-0.432
'[23:16:53.152 09/02/1989]',0.080,117.508,-0.011,-0.437
'[23:16:53.156 09/02/1989]',0.080,117.508,-0.013,-0.435
'[23:16:53.160 09/02/1989]',0.078,116.131,-0.011,-0.428
'[23:16:53.164 09/02/1989]',0.090,115.672,-0.009,-0.435
'[23:16:53.168 09/02/1989]',0.088,114.754,-0.007,-0.437
'[23:16:53.172 09/02/1989]',0.092,114.754,-0.009,-0.437
'[23:16:53.176 09/02/1989]',0.098,114.295,-0.007,-0.437
'[23:16:53.180 09/02/1989]',0.120,113.836,-0.006,-0.430
'[23:16:53.184 09/02/1989]',0.126,112.689,-0.005,-0.430
'[23:16:53.188 09/02/1989]',0.152,112.689,-0.005,-0.428
'[23:16:53.192 09/02/1989]',0.156,111.312,-0.002,-0.423
'[23:16:53.196 09/02/1989]',0.172,111.082,-0.002,-0.420
'[23:16:53.200 09/02/1989]',0.152,110.623,0.001,-0.425
'[23:16:53.204 09/02/1989]',0.158,110.623,-0.001,-0.428
'[23:16:53.208 09/02/1989]',0.184,109.705,0.004,-0.423
'[23:16:53.212 09/02/1989]',0.206,109.934,0.003,-0.423
'[23:16:53.216 09/02/1989]',0.192,109.246,0.003,-0.428
'[23:16:53.220 09/02/1989]',0.220,108.557,0.004,-0.418
'[23:16:53.224 09/02/1989]',0.208,108.328,0.003,-0.418
'[23:16:53.228 09/02/1989]',0.196,107.410,0.002,-0.416
'[23:16:53.232 09/02/1989]',0.192,107.180,0.002,-0.404
'[23:16:53.236 09/02/1989]',0.176,106.492,0.004,-0.416
'[23:16:53.240 09/02/1989]',0.170,106.721,0.003,-0.401
'[23:16:53.244 09/02/1989]',0.144,105.803,-0.000,-0.406
'[23:16:53.248 09/02/1989]',0.130,105.574,0.001,-0.394
'[23:16:53.252 09/02/1989]',0.096,105.574,-0.001,-0.394
'[23:16:53.256 09/02/1989]',0.066,105.115,-0.005,-0.397
'[23:16:53.260 09/02/1989]',0.034,104.426,-0.005,-0.397
'[23:16:53.264 09/02/1989]',0.032,104.656,-0.009,-0.390
'[23:16:53.268 09/02/1989]',0.020,103.738,-0.007,-0.382
'[23:16:53.272 09/02/1989]',0.020,104.656,-0.009,-0.385
'[23:16:53.276 09/02/1989]',0.014,104.197,-0.010,-0.387
'[23:16:53.280 09/02/1989]',0.018,104.426,-0.010,-0.385
'[23:16:53.284 09/02/1989]',0.014,103.738,-0.008,-0.380
'[23:16:53.288 09/02/1989]',0.008,103.738,-0.007,-0.380
'[23:16:53.292 09/02/1989]',0.008,103.508,-0.006,-0.378
'[23:16:53.296 09/02/1989]',0.014,103.049,-0.005,-0.371
'[23:16:53.300 09/02/1989]',-0.000,102.820,-0.004,-0.373
'[23:16:53.304 09/02/1989]',0.008,102.590,-0.007,-0.363
'[23:16:53.308 09/02/1989]',0.008,102.820,-0.005,-0.371
'[23:16:53.312 09/02/1989]',0.006,102.361,-0.005,-0.354
'[23:16:53.316 09/02/1989]',0.008,101.902,-0.004,-0.356
'[23:16:53.320 09/02/1989]',0.006,102.361,-0.004,-0.352
'[23:16:53.324 09/02/1989]',0.008,102.131,-0.003,-0.349
'[23:16:53.328 09/02/1989]',0.016,101.902,-0.002,-0.340
'[23:16:53.332 09/02/1989]',0.012,101.213,-0.002,-0.344
'[23:16:53.336 09/02/1989]',-0.006,101.672,-0.001,-0.337
'[23:16:53.340 09/02/1989]',-0.032,101.902,-0.003,-0.335
'[23:16:53.344 09/02/1989]',-0.072,101.443,-0.004,-0.337
'[23:16:53.348 09/02/1989]',-0.118,101.443,-0.004,-0.333
'[23:16:53.352 09/02/1989]',-0.128,101.443,-0.003,-0.333
'[23:16:53.356 09/02/1989]',-0.054,101.213,-0.005,-0.328
'[23:16:53.360 09/02/1989]',0.166,101.213,-0.005,-0.325
'[23:16:53.364 09/02/1989]',0.532,101.213,-0.006,-0.323
'[23:16:53.368 09/02/1989]',0.932,100.984,-0.008,-0.314
'[23:16:53.372 09/02/1989]',1.224,100.984,-0.007,-0.323
'[23:16:53.376 09/02/1989]',1.474,100.525,-0.006,-0.316
'[23:16:53.380 09/02/1989]',1.522,100.295,-0.003,-0.311
'[23:16:53.384 09/02/1989]',1.144,100.984,-0.000,-0.306
'[23:16:53.388 09/02/1989]',0.898,100.525,0.002,-0.304
'[23:16:53.392 09/02/1989]',0.462,100.066,0.004,-0.304
'[23:16:53.396 09/02/1989]',0.016,100.525,0.005,-0.302
'[23:16:53.400 09/02/1989]',-0.292,100.066,0.006,-0.297
'[23:16:53.404 09/02/1989]',-0.576,100.295,0.005,-0.302
'[23:16:53.408 09/02/1989]',-0.742,99.836,0.009,-0.302
'[23:16:53.412 09/02/1989]',-0.702,99.607,0.011,-0.295
'[23:16:53.416 09/02/1989]',-0.494,99.377,0.011,-0.295
'[23:16:53.420 09/02/1989]',-0.280,99.377,0.014,-0.292
'[23:16:53.424 09/02/1989]',-0.152,99.148,0.015,-0.292
'[23:16:53.428 09/02/1989]',-0.118,98.689,0.016,-0.285
'[23:16:53.432 09/02/1989]',-0.104,98.459,0.016,-0.285
'[23:16:53.436 09/02/1989]',-0.112,98.459,0.016,-0.287
'[23:16:53.440 09/02/1989]',-0.092,98.689,0.014,-0.285
'[23:16:53.444 09/02/1989]',-0.104,98.230,0.014,-0.285
'[23:16:53.448 09/02/1989]',-0.080,98.230,0.016,-0.285
'[23:16:53.452 09/02/1989]',-0.086,98.000,0.016,-0.290
'[23:16:53.456 09/02/1989]',-0.072,98.000,0.015,-0.285
'[23:16:53.460 09/02/1989]',-0.072,97.771,0.015,-0.285
'[23:16:53.464 09/02/1989]',-0.052,97.312,0.017,-0.283
'[23:16:53.468 09/02/1989]',-0.048,96.853,0.015,-0.285
'[23:16:53.472 09/02/1989]',-0.048,97.312,0.013,-0.280
'[23:16:53.476 09/02/1989]',-0.046,96.853,0.011,-0.280
'[23:16:53.480 09/02/1989]',-0.034,97.312,0.009,-0.276
'[23:16:53.484 09/02/1989]',-0.034,95.934,0.007,-0.285
'[23:16:53.488 09/02/1989]',-0.028,95.246,0.003,-0.278
'[23:16:53.492 09/02/1989]',-0.016,95.246,0.004,-0.276
'[23:16:53.496 09/02/1989]',-0.014,95.246,0.000,-0.278
'[23:16:53.500 09/02/1989]',-0.022,94.557,-0.001,-0.266
'[23:16:53.504 09/02/1989]',-0.014,94.557,-0.004,-0.283
'[23:16:53.508 09/02/1989]',-0.010,94.557,-0.005,-0.266
'[23:16:53.512 09/02/1989]',-0.012,93.869,-0.010,-0.273
'[23:16:53.516 09/02/1989]',-0.012,93.869,-0.011,-0.268
'[23:16:53.520 09/02/1989]',-0.010,94.098,-0.013,-0.266
'[23:16:53.524 09/02/1989]',-0.000,94.557,-0.015,-0.271
'[23:16:53.528 09/02/1989]',-0.010,94.557,-0.016,-0.264
'[23:16:53.532 09/02/1989]',-0.000,94.328,-0.016,-0.266
'[23:16:53.536 09/02/1989]',-0.004,95.016,-0.013,-0.264
'[23:16:53.540 09/02/1989]',-0.000,95.705,-0.013,-0.259
'[23:16:53.544 09/02/1989]',-0.000,96.394,-0.009,-0.259
'[23:16:53.548 09/02/1989]',0.014,98.459,-0.008,-0.249
'[23:16:53.552 09/02/1989]',0.016,100.066,-0.007,-0.247
'[23:16:53.556 09/02/1989]',0.020,103.049,-0.007,-0.242
'[23:16:53.560 09/02/1989]',0.030,105.574,-0.006,-0.240
'[23:16:53.564 09/02/1989]',0.034,110.164,-0.006,-0.238
'[23:16:53.568 09/02/1989]',0.036,114.754,-0.005,-0.240
'[23:16:53.572 09/02/1989]',0.038,119.803,-0.005,-0.242
'[23:16:53.576 09/02/1989]',0.034,125.312,-0.003,-0.247
'[23:16:53.580 09/02/1989]',0.050,131.508,-0.000,-0.240
'[23:16:53.584 09/02/1989]',0.050,136.557,0.001,-0.230
'[23:16:53.588 09/02/1989]',0.052,142.525,0.002,-0.235
'[23:16:53.592 09/02/1989]',0.064,148.262,0.004,-0.235
'[23:16:53.596 09/02/1989]',0.064,154.230,0.005,-0.230
'[23:16:53.600 09/02/1989]',0.062,160.426,0.005,-0.233
'[23:16:53.604 09/02/1989]',0.078,166.394,0.004,-0.233
'[23:16:53.608 09/02/1989]',0.088,171.672,0.004,-0.223
'[23:16:53.612 09/02/1989]',0.082,176.262,0.000,-0.219
'[23:16:53.616 09/02/1989]',0.080,179.935,-0.000,-0.216
'[23:16:53.620 09/02/1989]',0.078,184.525,-0.002,-0.223
'[23:16:53.624 09/02/1989]',0.094,187.279,-0.004,-0.219
'[23:16:53.628 09/02/1989]',0.082,190.262,-0.006,-0.219
'[23:16:53.632 09/02/1989]',0.096,190.721,-0.007,-0.209
'[23:16:53.636 09/02/1989]',0.096,192.098,-0.005,-0.211
'[23:16:53.640 09/02/1989]',0.098,192.328,-0.008,-0.214
'[23:16:53.644 09/02/1989]',0.102,192.098,-0.008,-0.209
'[23:16:53.648 09/02/1989]',0.114,191.639,-0.010,-0.207
'[23:16:53.652 09/02/1989]',0.112,190.262,-0.010,-0.209
'[23:16:53.656 09/02/1989]',0.110,189.115,-0.010,-0.204
'[23:16:53.660 09/02/1989]',0.092,187.279,-0.010,-0.209
'[23:16:53.664 09/02/1989]',0.114,186.131,-0.009,-0.204
'[23:16:53.668 09/02/1989]',0.102,183.607,-0.010,-0.204
'[23:16:53.672 09/02/1989]',0.132,182.459,-0.011,-0.200
'[23:16:53.676 09/02/1989]',0.120,179.705,-0.012,-0.202
'[23:16:53.680 09/02/1989]',0.130,178.098,-0.011,-0.200
'[23:16:53.684 09/02/1989]',0.128,176.262,-0.011,-0.190
'[23:16:53.688 09/02/1989]',0.136,174.656,-0.014,-0.192
'[23:16:53.692 09/02/1989]',0.142,172.361,-0.013,-0.192
'[23:16:53.696 09/02/1989]',0.154,171.672,-0.016,-0.188
'[23:16:53.700 09/02/1989]',0.140,170.066,-0.014,-0.181
'[23:16:53.704 09/02/1989]',0.146,168.918,-0.013,-0.190
'[23:16:53.708 09/02/1989]',0.136,168.000,-0.011,-0.181
'[23:16:53.712 09/02/1989]',0.140,167.771,-0.011,-0.181
'[23:16:53.716 09/02/1989]',0.128,166.164,-0.012,-0.178
'[23:16:53.720 09/02/1989]',0.130,165.935,-0.011,-0.176
'[23:16:53.724 09/02/1989]',0.130,165.017,-0.012,-0.169
'[23:16:53.728 09/02/1989]',0.120,164.098,-0.010,-0.171
'[23:16:53.732 09/02/1989]',0.128,163.410,-0.009,-0.171
'[23:16:53.736 09/02/1989]',0.118,163.410,-0.007,-0.166
'[23:16:53.740 09/02/1989]',0.126,162.721,-0.003,-0.169
'[23:16:53.744 09/02/1989]',0.116,162.492,-0.005,-0.157
'[23:16:53.748 09/02/1989]',0.128,162.492,-0.003,-0.159
'[23:16:53.752 09/02/1989]',0.114,162.033,-0.005,-0.162
'[23:16:53.756 09/02/1989]',0.122,161.574,-0.005,-0.152
'[23:16:53.760 09/02/1989]',0.114,160.656,-0.004,-0.157
'[23:16:53.764 09/02/1989]',0.112,160.885,-0.005,-0.150
'[23:16:53.768 09/02/1989]',0.120,160.656,-0.005,-0.147
'[23:16:53.772 09/02/1989]',0.120,160.426,-0.005,-0.150
'[23:16:53.776 09/02/1989]',0.118,159.738,-0.005,-0.147
'[23:16:53.780 09/02/1989]',0.130,159.738,-0.009,-0.152
'[23:16:53.784 09/02/1989]',0.108,158.820,-0.009,-0.147
'[23:16:53.788 09/02/1989]',0.118,158.131,-0.010,-0.150
'[23:16:53.792 09/02/1989]',0.112,156.754,-0.009,-0.143
'[23:16:53.796 09/02/1989]',0.112,155.607,-0.006,-0.133
'[23:16:53.800 09/02/1989]',0.106,153.771,-0.004,-0.138
'[23:16:53.804 09/02/1989]',0.100,153.082,-0.004,-0.140
'[23:16:53.808 09/02/1989]',0.102,151.246,-0.001,-0.143
'[23:16:53.812 09/02/1989]',0.094,149.410,0.000,-0.135
'[23:16:53.816 09/02/1989]',0.086,148.033,0.002,-0.140
'[23:16:53.820 09/02/1989]',0.088,145.967,0.003,-0.128
'[23:16:53.824 09/02/1989]',0.090,143.213,0.002,-0.133
'[23:16:53.828 09/02/1989]',0.076,140.459,0.004,-0.131
'[23:16:53.832 09/02/1989]',0.080,137.705,0.005,-0.124
'[23:16:53.836 09/02/1989]',0.088,135.639,0.006,-0.119
'[23:16:53.840 09/02/1989]',0.076,132.656,0.006,-0.119
'[23:16:53.844 09/02/1989]',0.072,130.361,0.004,-0.119
'[23:16:53.848 09/02/1989]',0.072,128.525,0.005,-0.121
'[23:16:53.852 09/02/1989]',0.064,126.459,0.005,-0.119
'[23:16:53.856 09/02/1989]',0.074,125.082,0.002,-0.114
'[23:16:53.860 09/02/1989]',0.072,123.016,0.003,-0.109
'[23:16:53.864 09/02/1989]',0.074,121.639,0.002,-0.112
'[23:16:53.868 09/02/1989]',0.070,120.721,0.005,-0.114
'[23:16:53.872 09/02/1989]',0.060,120.262,0.005,-0.116
'[23:16:53.876 09/02/1989]',0.062,119.803,0.006,-0.114
'[23:16:53.880 09/02/1989]',0.070,119.574,0.009,-0.107
'[23:16:53.884 09/02/1989]',0.064,118.885,0.009,-0.109
'[23:16:53.888 09/02/1989]',0.060,119.344,0.012,-0.105
'[23:16:53.892 09/02/1989]',0.070,119.115,0.013,-0.105
'[23:16:53.896 09/02/1989]',0.070,120.262,0.014,-0.102
'[23:16:53.900 09/02/1989]',0.078,120.951,0.013,-0.102
'[23:16:53.904 09/02/1989]',0.072,121.869,0.013,-0.105
'[23:16:53.908 09/02/1989]',0.076,122.328,0.014,-0.095
'[23:16:53.912 09/02/1989]',0.078,123.475,0.015,-0.095
'[23:16:53.916 09/02/1989]',0.078,124.164,0.013,-0.090
'[23:16:53.920 09/02/1989]',0.080,124.853,0.013,-0.090
'[23:16:53.924 09/02/1989]',0.088,125.771,0.012,-0.086
'[23:16:53.928 09/02/1989]',0.086,126.689,0.011,-0.086
'[23:16:53.932 09/02/1989]',0.098,127.377,0.010,-0.095
'[23:16:53.936 09/02/1989]',0.082,128.066,0.010,-0.090
'[23:16:53.940 09/02/1989]',0.078,128.984,0.011,-0.083
'[23:16:53.944 09/02/1989]',0.072,128.754,0.010,-0.078
'[23:16:53.948 09/02/1989]',0.086,129.443,0.013,-0.088
'[23:16:53.952 09/02/1989]',0.080,129.443,0.015,-0.081
'[23:16:53.956 09/02/1989]',0.088,130.131,0.016,-0.083
'[23:16:53.960 09/02/1989]',0.080,129.672,0.020,-0.076
'[23:16:53.964 09/02/1989]',0.080,130.131,0.022,-0.090
'[23:16:53.968 09/02/1989]',0.092,129.672,0.025,-0.086
'[23:16:53.972 09/02/1989]',0.082,129.672,0.027,-0.083
'[23:16:53.976 09/02/1989]',0.076,128.754,0.030,-0.086
'[23:16:53.980 09/02/1989]',0.080,128.984,0.032,-0.076
'[23:16:53.984 09/02/1989]',0.080,127.607,0.033,-0.071
'[23:16:53.988 09/02/1989]',0.082,126.918,0.036,-0.076
'[23:16:53.992 09/02/1989]',0.086,125.771,0.038,-0.067
'[23:16:53.996 09/02/1989]',0.090,125.541,0.038,-0.076
'[23:16:54.000 09/02/1989]',0.080,124.394,0.039,-0.069
'[23:16:54.004 09/02/1989]',0.092,124.394,0.039,-0.076
'[23:16:54.008 09/02/1989]',0.096,123.016,0.036,-0.067
'[23:16:54.012 09/02/1989]',0.096,122.098,0.031,-0.057
'[23:16:54.016 09/02/1989]',0.090,120.492,0.030,-0.057
'[23:16:54.020 09/02/1989]',0.080,120.951,0.028,-0.069
'[23:16:54.024 09/02/1989]',0.100,120.721,0.025,-0.059
'[23:16:54.028 09/02/1989]',0.080,120.033,0.024,-0.064
'[23:16:54.032 09/02/1989]',0.090,118.885,0.020,-0.059
'[23:16:54.036 09/02/1989]',0.080,118.197,0.020,-0.057
'[23:16:54.040 09/02/1989]',0.090,117.967,0.014,-0.048
'[23:16:54.044 09/02/1989]',0.080,116.590,0.013,-0.059
'[23:16:54.048 09/02/1989]',0.094,116.590,0.009,-0.052
'[23:16:54.052 09/02/1989]',0.090,116.590,0.006,-0.057
'[23:16:54.056 09/02/1989]',0.096,116.361,0.002,-0.055
'[23:16:54.060 09/02/1989]',0.096,114.754,0.002,-0.048
'[23:16:54.064 09/02/1989]',0.088,113.836,-0.001,-0.055
'[23:16:54.068 09/02/1989]',0.088,113.377,-0.003,-0.048
'[23:16:54.072 09/02/1989]',0.100,113.377,-0.006,-0.050
'[23:16:54.076 09/02/1989]',0.108,112.689,-0.004,-0.052
'[23:16:54.080 09/02/1989]',0.120,112.230,-0.006,-0.050
'[23:16:54.084 09/02/1989]',0.112,112.000,-0.003,-0.048
'[23:16:54.088 09/02/1989]',0.112,111.082,-0.002,-0.045
'[23:16:54.092 09/02/1989]',0.128,111.082,0.002,-0.040
'[23:16:54.096 09/02/1989]',0.144,111.082,0.003,-0.043
'[23:16:54.100 09/02/1989]',0.154,110.623,0.006,-0.038
'[23:16:54.104 09/02/1989]',0.170,110.164,0.008,-0.052
'[23:16:54.108 09/02/1989]',0.186,110.623,0.009,-0.048
'[23:16:54.112 09/02/1989]',0.182,109.705,0.009,-0.043
'[23:16:54.116 09/02/1989]',0.186,109.475,0.009,-0.038
'[23:16:54.120 09/02/1989]',0.190,109.246,0.008,-0.040
'[23:16:54.124 09/02/1989]',0.228,108.787,0.006,-0.040
'[23:16:54.128 09/02/1989]',0.224,108.557,0.006,-0.036
'[23:16:54.132 09/02/1989]',0.240,107.869,0.004,-0.031
'[23:16:54.136 09/02/1989]',0.240,107.869,0.005,-0.029
'[23:16:54.140 09/02/1989]',0.224,108.098,0.002,-0.029
'[23:16:54.144 09/02/1989]',0.218,107.410,0.000,-0.033
'[23:16:54.148 09/02/1989]',0.212,107.410,-0.000,-0.033
'[23:16:54.152 09/02/1989]',0.202,107.410,0.000,-0.029
'[23:16:54.156 09/02/1989]',0.192,107.410,0.001,-0.029
'[23:16:54.160 09/02/1989]',0.152,106.492,0.005,-0.029
'[23:16:54.164 09/02/1989]',0.152,106.721,0.009,-0.021
'[23:16:54.168 09/02/1989]',0.102,106.721,0.009,-0.029
'[23:16:54.172 09/02/1989]',0.060,106.721,0.009,-0.026
'[23:16:54.176 09/02/1989]',0.050,105.574,0.013,-0.026
'[23:16:54.180 09/02/1989]',0.040,106.033,0.014,-0.019
'[23:16:54.184 09/02/1989]',0.032,105.344,0.016,-0.019
'[23:16:54.188 09/02/1989]',0.028,105.574,0.014,-0.017
'[23:16:54.192 09/02/1989]',0.032,104.656,0.016,-0.012
'[23:16:54.196 09/02/1989]',0.032,104.885,0.016,-0.017
'[23:16:54.200 09/02/1989]',0.020,104.656,0.015,-0.017
'[23:16:54.204 09/02/1989]',0.032,104.656,0.017,-0.017
'[23:16:54.208 09/02/1989]',0.032,104.426,0.022,-0.019
'[23:16:54.212 09/02/1989]',0.020,104.656,0.023,-0.014
'[23:16:54.216 09/02/1989]',0.022,103.738,0.025,-0.012
'[23:16:54.220 09/02/1989]',0.016,104.197,0.024,-0.014
'[23:16:54.224 09/02/1989]',0.016,104.426,0.024,-0.010
'[23:16:54.228 09/02/1989]',0.008,103.738,0.023,-0.010
'[23:16:54.232 09/02/1989]',0.018,103.738,0.024,-0.010
'[23:16:54.236 09/02/1989]',0.012,103.049,0.024,-0.007
'[23:16:54.240 09/02/1989]',0.026,103.049,0.025,-0.005
'[23:16:54.244 09/02/1989]',0.018,102.590,0.028,-0.000
'[23:16:54.248 09/02/1989]',0.008,102.820,0.027,-0.000
'[23:16:54.252 09/02/1989]',-0.004,102.361,0.029,-0.000
'[23:16:54.256 09/02/1989]',-0.032,101.902,0.025,-0.000
'[23:16:54.260 09/02/1989]',-0.100,101.902,0.024,0.010
'[23:16:54.264 09/02/1989]',-0.128,101.902,0.019,-0.000
'[23:16:54.268 09/02/1989]',-0.070,101.672,0.017,0.002
'[23:16:54.272 09/02/1989]',0.086,101.902,0.012,0.005
'[23:16:54.276 09/02/1989]',0.430,101.443,0.010,0.007
